model,n,alpha,weight,k_hat_mean,k_hat_se,k_hat_oracle_mean,k_hat_oracle_se,coverage_mean,coverage_se,ci_width_mean,ci_width_se,eff_size_mean,eff_size_se
gpt4o,40,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.00126460683291,0.0016543945987097595,10.0,0.0
gpt4o,40,0.15,0.1,200.0,0.0,200.0,0.0,0.9997872340425532,0.00021062755184280056,0.8459725493964744,0.0013308809688700643,20.0,0.0
gpt4o,40,0.15,0.15,200.0,0.0,200.0,0.0,0.9853191489361705,0.0014077969523126198,0.7321675707810773,0.0011313255361878542,30.0,0.0
gpt4o,40,0.15,0.2,186.8,1.5184202316881843,200.0,0.0,0.9589361702127664,0.002870527402592729,0.6682315625177792,0.0023873826764409813,37.36,0.30368404633763696
gpt4o,40,0.15,0.25,150.3,1.3883083231040576,199.7,0.20832666655999657,0.9585106382978728,0.0029211766420736145,0.6693410725275883,0.0027641201281656796,37.575,0.3470770807760144
gpt4o,40,0.15,0.3,125.38,1.0480038167869428,185.76,1.5936273090029551,0.958297872340426,0.002883587122739987,0.6715005317237935,0.002518743740679851,37.614,0.3144011450360828
gpt4o,40,0.15,0.35,108.6,0.9624967532412769,161.06,1.698566454396177,0.958297872340426,0.0029610417458918814,0.6711227257218595,0.0026802940334979563,38.010000000000005,0.33687386363444705
gpt4o,40,0.15,0.4,95.38,0.7320601068218372,141.02,1.4525811509172213,0.95936170212766,0.002817683280188059,0.6724456160566602,0.002260332344451854,38.151999999999994,0.292824042728735
gpt4o,40,0.15,0.45,85.48,0.6445091155290203,126.7,1.284445405612866,0.9600000000000004,0.0027669392692781045,0.6724653768870046,0.002218263365794679,38.465999999999994,0.2900291019880592
gpt4o,40,0.15,0.5,77.44,0.6537032966109316,115.36,1.3016174553224154,0.9619148936170216,0.002726228588690035,0.6731582128678866,0.0025063469334399464,38.72,0.3268516483054658
gpt4o,40,0.15,0.55,70.46,0.630688512658983,105.16,1.1931001634397675,0.9597872340425536,0.0029831274434047217,0.6754922915193788,0.0026263768492127597,38.753,0.3468786819624406
gpt4o,40,0.15,0.6,65.02,0.587530424744115,97.2,1.1485643212288983,0.960425531914894,0.0028867252095568737,0.6759371147759005,0.0026763879312465435,39.011999999999986,0.35251825484646887
gpt4o,40,0.15,0.65,60.54,0.5947839944046913,89.94,1.0266099551436267,0.958297872340426,0.003110169653552614,0.6758022909088498,0.0028246082811110716,39.35099999999999,0.3866095963630494
gpt4o,40,0.15,0.7,56.36,0.5128430559147702,83.78,0.8315239022421421,0.9576595744680856,0.0026657799944337876,0.6771750862201952,0.0026356870993172413,39.45199999999999,0.35899013914033895
gpt4o,40,0.15,0.75,52.48,0.5069437838656274,78.6,0.8419026071939676,0.95936170212766,0.002817683280188058,0.6802707372359926,0.002813097768662817,39.36,0.3802078378992205
gpt4o,40,0.15,0.8,49.16,0.4844460754304859,74.44,0.838646528640046,0.9576595744680856,0.0029556859904361736,0.6828263377679246,0.002846210097547327,39.327999999999996,0.38755686034438874
gpt4o,40,0.15,0.85,46.34,0.4450707808877147,70.14,0.796999372647181,0.95936170212766,0.0029124854161403833,0.6845790718509294,0.002752403622343186,39.389,0.3783101637545574
gpt4o,40,0.15,0.9,43.72,0.42898951036126726,66.52,0.7447093392727125,0.9591489361702132,0.002907351634474675,0.6872999164516694,0.0028699276828138874,39.348,0.38609055932514064
gpt4o,40,0.15,0.95,41.88,0.38119811122302266,63.44,0.7322076208289556,0.9563829787234047,0.003145052233849892,0.6864003887028111,0.0026858914044670156,39.786,0.3621382056618715
gpt4o,40,0.15,1.0,39.88,0.3737806843591573,60.5,0.7156814934033155,0.9565957446808515,0.0033213304342277197,0.6881293632587717,0.0027985361637705383,39.88,0.3737806843591573
gpt4o,50,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.132398818200478,0.001996769429664174,0.0,0.0
gpt4o,50,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.9620264061655106,0.0015894832832028204,10.0,0.0
gpt4o,50,0.1,0.1,200.0,0.0,200.0,0.0,1.0,0.0,0.8340526331468596,0.0012869655886955517,20.0,0.0
gpt4o,50,0.1,0.15,200.0,0.0,200.0,0.0,0.995531914893617,0.0008558376749412226,0.7358939464402603,0.0011074526272122581,30.0,0.0
gpt4o,50,0.1,0.2,192.0,1.258570617804182,200.0,0.0,0.977021276595745,0.0021564016100970086,0.6710329150470643,0.0019986731052186076,38.4,0.25171412356083633
gpt4o,50,0.1,0.25,156.0,1.4327595750857853,199.94,0.0439089968002003,0.9751063829787238,0.002283842116288292,0.6693084882779382,0.002578636792084877,39.0,0.35818989377144633
gpt4o,50,0.1,0.3,130.92,1.2846291293599097,185.24,1.6323136953416766,0.9727659574468089,0.0024658830969277313,0.6696901553568911,0.002727015607136104,39.276,0.385388738807973
gpt4o,50,0.1,0.35,111.64,1.2373390804464233,160.98,1.7880693498855122,0.9734042553191492,0.0023161213890507707,0.6735890357952823,0.003004920030074923,39.074,0.43306867815624817
gpt4o,50,0.1,0.4,98.06,1.0420786918462537,141.56,1.5287014096938618,0.9738297872340428,0.002411118053329031,0.6747880530631614,0.00292039172469506,39.224,0.4168314767385017
gpt4o,50,0.1,0.45,87.44,0.8759726023112822,126.22,1.2953115455364397,0.9731914893617025,0.002448935245946921,0.6760653220350719,0.002779557378749863,39.348,0.39418767104007707
gpt4o,50,0.1,0.5,79.54,0.8085592124266471,113.58,1.2721918094375548,0.9734042553191492,0.002335584936180867,0.675378504545835,0.002879308513347402,39.77,0.40427960621332354
gpt4o,50,0.1,0.55,72.6,0.7944809626416481,103.52,1.108959873034187,0.9731914893617024,0.0022565231631596345,0.6765953300715516,0.003143546488385042,39.930000000000014,0.43696452945290654
gpt4o,50,0.1,0.6,66.62,0.7064785913246061,95.82,0.9934545787302005,0.9738297872340428,0.002215423935531084,0.6784319350243889,0.0029719287000686133,39.971999999999994,0.4238871547947638
gpt4o,50,0.1,0.65,61.56,0.702088313533276,89.22,0.904340643784188,0.9740425531914897,0.002465883096927731,0.6802649242057273,0.0031053844517701873,40.01399999999999,0.45635740379662953
gpt4o,50,0.1,0.7,57.24,0.6296411676502736,83.7,0.8458132181516198,0.9742553191489365,0.002389997263002008,0.6818841847835538,0.0030402693999451343,40.06800000000001,0.44074881735519156
gpt4o,50,0.1,0.75,53.3,0.6204836822995428,78.86,0.8390518458355241,0.9744680851063832,0.002330734287256027,0.6845887050361931,0.0031507099618979157,39.975,0.4653627617246571
gpt4o,50,0.1,0.8,49.88,0.5814739891001144,74.16,0.7675206837603792,0.9746808510638302,0.0026039285012565065,0.6870959143975256,0.003185586461503757,39.904,0.4651791912800915
gpt4o,50,0.1,0.85,47.0,0.5314132102234569,69.88,0.7749270933449162,0.9740425531914897,0.002591206357044823,0.6887880264355566,0.0031353263688028393,39.949999999999996,0.45170122868993834
gpt4o,50,0.1,0.9,44.52,0.46668190451312763,66.28,0.7621233495963762,0.9740425531914896,0.002428889054098781,0.6899135690729865,0.002908417232907243,40.068000000000005,0.4200137140618149
gpt4o,50,0.1,0.95,42.28,0.45872867797860634,62.82,0.7401026955767692,0.9751063829787238,0.0025639842806811247,0.6914234465832609,0.003011147024217968,40.166,0.43579224407967604
gpt4o,50,0.1,1.0,40.42,0.43734654451590216,60.14,0.7037101676116383,0.9742553191489365,0.002464597682856807,0.6918323217375891,0.003051635189400968,40.42,0.43734654451590216
gpt4o,50,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.045529675900099,0.0018181134079281514,0.0,0.0
gpt4o,50,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.8850743189931782,0.0013827629090717442,10.0,0.0
gpt4o,50,0.15,0.1,200.0,0.0,200.0,0.0,0.9995744680851064,0.00029481715873512683,0.7656973098085154,0.0011279487052414858,20.0,0.0
gpt4o,50,0.15,0.15,200.0,0.0,200.0,0.0,0.9891489361702129,0.0013283822364925928,0.6746470966402447,0.0009807835743716705,30.0,0.0
gpt4o,50,0.15,0.2,189.3,1.4305942821079636,200.0,0.0,0.9631914893617025,0.0027282204754063475,0.6186981653329123,0.0019289555320346596,37.85999999999999,0.2861188564215927
gpt4o,50,0.15,0.25,152.9,1.3703284277865653,200.0,0.0,0.9621276595744684,0.0026259146588155763,0.6185790206335,0.0022897724515858844,38.225,0.3425821069466413
gpt4o,50,0.15,0.3,127.52,1.1839729726644943,191.3,1.2753822956274712,0.9606382978723409,0.002842636003380296,0.6205349602938356,0.002383084749821374,38.256,0.35519189179934835
gpt4o,50,0.15,0.35,110.04,0.9967788119738502,167.3,1.7144678474675457,0.9608510638297877,0.0028456601697532747,0.6210351924382322,0.0023264450312381517,38.513999999999996,0.3488725841908476
gpt4o,50,0.15,0.4,96.48,0.8203608961914263,146.98,1.619256619563434,0.9610638297872345,0.0029421770193854293,0.6226753282453876,0.0021742082271436905,38.592,0.3281443584765705
gpt4o,50,0.15,0.45,86.46,0.7864909408251312,131.84,1.3509581784792597,0.9614893617021281,0.0028686343308968777,0.6227100124125539,0.0023225661362038107,38.907,0.3539209233713091
gpt4o,50,0.15,0.5,78.68,0.7554813035409944,119.52,1.2506766168758412,0.9602127659574472,0.0028196105603588094,0.6221349262507759,0.0024180655966885775,39.34,0.3777406517704972
gpt4o,50,0.15,0.55,71.62,0.6996513417410128,109.26,1.1467554229215575,0.9621276595744684,0.002591206357044821,0.6239334068183765,0.0024825921889250397,39.391,0.3848082379575573
gpt4o,50,0.15,0.6,65.64,0.6385984653912035,100.8,1.1070682002478438,0.9623404255319152,0.0027115767105376025,0.6260499578613288,0.002542906634935843,39.38400000000001,0.3831590792347219
gpt4o,50,0.15,0.65,60.72,0.6046751193823011,93.74,1.0403114918138703,0.9612765957446813,0.002897994186209604,0.627454975748656,0.0025413352273853792,39.468,0.3930388275984957
gpt4o,50,0.15,0.7,56.26,0.564134735679341,87.46,0.9313259365012875,0.9612765957446813,0.0030053520992356733,0.6298599039830143,0.0025038099629166185,39.382000000000005,0.39489431497553873
gpt4o,50,0.15,0.75,52.7,0.5580322571321481,81.88,0.868856720063786,0.9591489361702132,0.0030143762976042273,0.6309560194513499,0.002644215315732067,39.525,0.4185241928491112
gpt4o,50,0.15,0.8,49.48,0.5085194194915273,77.42,0.8495128015515717,0.9600000000000004,0.0028948683151821183,0.6324860695169383,0.0026166625071215367,39.583999999999996,0.40681553559322176
gpt4o,50,0.15,0.85,46.76,0.4712196939857248,73.2,0.8069696400732806,0.9600000000000004,0.0028475685147781454,0.6333758818592133,0.0026435339671959496,39.746,0.4005367398878659
gpt4o,50,0.15,0.9,44.12,0.421084314597445,69.14,0.7787220299952995,0.9610638297872345,0.0026507940165283435,0.635495881837102,0.0024771828748113957,39.70799999999999,0.37897588313770036
gpt4o,50,0.15,0.95,42.06,0.4237074462409176,65.9,0.7783315488916018,0.9606382978723409,0.002921176642073614,0.6360490238681914,0.002559299884877504,39.956999999999994,0.40252207392887157
gpt4o,50,0.15,1.0,40.08,0.4077646379959891,62.88,0.7080338974936156,0.9595744680851068,0.0028226593960471494,0.6373328050023231,0.0026016877778030213,40.08,0.4077646379959891
gpt-5-mini,40,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.3139943565164303,0.002459748890165479,0.0,0.0
gpt-5-mini,40,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.0900102116036952,0.0018012760528783084,10.0,0.0
gpt-5-mini,40,0.1,0.1,200.0,0.0,200.0,0.0,0.9993617021276596,0.00035729480050524686,0.9272687741827994,0.001380175902480445,20.0,0.0
gpt-5-mini,40,0.1,0.15,199.92,0.07919595949289339,200.0,0.0,0.9829787234042554,0.001504482513162868,0.8082070455191571,0.0011453733051544233,29.988000000000003,0.011879393923934025
gpt-5-mini,40,0.1,0.2,171.02,1.8509435431692667,200.0,0.0,0.9678723404255323,0.002665779994433788,0.7703767941969659,0.003578676436017485,34.20400000000001,0.3701887086338535
gpt-5-mini,40,0.1,0.25,137.7,1.7144678474675457,193.26,1.37428090287248,0.9663829787234046,0.0028443872284371766,0.7727122240284874,0.004006935763336363,34.425,0.4286169618668864
gpt-5-mini,40,0.1,0.3,115.12,1.3657642549137095,168.2,2.2410711724530303,0.9678723404255323,0.002814468213782496,0.7755756336099736,0.003794770071066015,34.535999999999994,0.4097292764741127
gpt-5-mini,40,0.1,0.35,98.72,1.1913152395566844,144.88,1.940028865764631,0.969148936170213,0.002644638913756607,0.7793881829470685,0.0038744827667241077,34.55199999999999,0.41696033384483944
gpt-5-mini,40,0.1,0.4,86.62,1.0154368518032026,127.02,1.7468806484702952,0.9676595744680854,0.0027240690677922084,0.7820669644783608,0.0037744030935953797,34.648,0.40617474072128124
gpt-5-mini,40,0.1,0.45,76.48,0.9659151101416728,113.58,1.5200236840260088,0.9682978723404259,0.0024901798982720626,0.7877304468836583,0.0040479696557874185,34.41600000000001,0.4346617995637528
gpt-5-mini,40,0.1,0.5,68.6,0.8903931715820824,102.6,1.487817193071783,0.9672340425531918,0.0026203922243984096,0.7922723697182653,0.004077845915772914,34.3,0.4451965857910412
gpt-5-mini,40,0.1,0.55,62.8,0.8221921916437788,94.0,1.3954210834009926,0.965744680851064,0.0031456279344283635,0.7935377931226193,0.004049204949875339,34.54,0.4522057054040783
gpt-5-mini,40,0.1,0.6,57.96,0.716078208019208,86.56,1.3615168012184058,0.9653191489361704,0.0032240888255587515,0.794913124599886,0.0038866030261752176,34.775999999999996,0.4296469248115247
gpt-5-mini,40,0.1,0.65,53.98,0.6409305734633043,80.64,1.3031530992174325,0.9674468085106386,0.002984947903771517,0.7957356807470437,0.0036899861177666486,35.086999999999996,0.41660487275114777
gpt-5-mini,40,0.1,0.7,50.3,0.5832666628567074,75.3,1.2484390253432482,0.9672340425531918,0.0030661929420683957,0.7983219876854849,0.003622499504022898,35.209999999999994,0.40828666399969515
gpt-5-mini,40,0.1,0.75,47.08,0.5620249104799537,70.44,1.1175544729452789,0.9687234042553194,0.0029697433025319647,0.8011153362991034,0.003657488957826335,35.31,0.42151868285996524
gpt-5-mini,40,0.1,0.8,44.06,0.5406736538800463,66.68,1.0588446533840554,0.9704255319148939,0.002937249262099634,0.8052924962035013,0.003684301388911128,35.248000000000005,0.4325389231040371
gpt-5-mini,40,0.1,0.85,41.7,0.49335585534176024,62.96,1.0233122690557364,0.9695744680851067,0.0027905615998492475,0.8070191561138755,0.0035903489892336136,35.44500000000001,0.4193524770404964
gpt-5-mini,40,0.1,0.9,39.58,0.4622466873867243,59.74,0.9229561203004182,0.9697872340425535,0.002763665171256087,0.8090298890656181,0.0035851247178559148,35.622000000000014,0.41602201864805194
gpt-5-mini,40,0.1,0.95,37.94,0.45114077625504,57.02,0.8747525364353052,0.9685106382978727,0.0028059304718016233,0.8088033806003788,0.0036660674477253753,36.043,0.428583737442288
gpt-5-mini,40,0.1,1.0,36.38,0.4489008799278521,54.4,0.7858753081755401,0.9680851063829791,0.002674426614888625,0.8094515763966905,0.003765079239432821,36.38,0.4489008799278521
gpt-5-mini,40,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.2181333952600235,0.0021919284318718413,0.0,0.0
gpt-5-mini,40,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.0044009250353723,0.0015628871337869344,10.0,0.0
gpt-5-mini,40,0.15,0.1,200.0,0.0,200.0,0.0,0.9982978723404256,0.0006282903429886542,0.851870391453616,0.0011986265676264655,20.0,0.0
gpt-5-mini,40,0.15,0.15,200.0,0.0,200.0,0.0,0.9723404255319151,0.0016480780196627294,0.7412230997391527,0.0009755847698419078,30.0,0.0
gpt-5-mini,40,0.15,0.2,170.34,1.588611972761127,200.0,0.0,0.9544680851063834,0.002964097832726469,0.7073535829481827,0.002858851718367741,34.06799999999999,0.3177223945522254
gpt-5-mini,40,0.15,0.25,137.12,1.3542939119703665,199.32,0.4538193473178506,0.9557446808510641,0.003132215526736673,0.7095706286885999,0.0030119540252435345,34.28,0.33857347799259163
gpt-5-mini,40,0.15,0.3,115.52,1.1129204823346546,182.04,1.7122990393035906,0.9536170212765961,0.003333846346519302,0.7101591209309736,0.00295663496707767,34.65599999999999,0.33387614470039634
gpt-5-mini,40,0.15,0.35,98.84,1.0144397468553765,158.28,1.7064676967349837,0.9540425531914898,0.0032468949543719657,0.7144314339133498,0.003053329451175901,34.593999999999994,0.35505391139938164
gpt-5-mini,40,0.15,0.4,86.78,0.9638630608131011,139.9,1.520855022676389,0.9529787234042557,0.003365336037536368,0.717056069083802,0.003205189138609293,34.711999999999996,0.38554522432524047
gpt-5-mini,40,0.15,0.45,77.02,0.8590646075819908,125.54,1.3621189375381286,0.9525531914893621,0.003393733740405923,0.7208660488021995,0.0032852902055184644,34.659,0.38657907341189596
gpt-5-mini,40,0.15,0.5,69.58,0.8457375479426227,114.1,1.231015840677934,0.9489361702127664,0.003560255432059898,0.7231947843858211,0.0035054940708231465,34.79,0.42286877397131134
gpt-5-mini,40,0.15,0.55,63.62,0.7171554922051422,104.44,1.1590202759227297,0.9500000000000004,0.0036512770854745785,0.7247488321352593,0.00326034533330946,34.99100000000001,0.3944355207128282
gpt-5-mini,40,0.15,0.6,58.52,0.6658768654939139,96.04,1.1235515119477166,0.9510638297872345,0.0033506416485156645,0.7271694650642526,0.003229600190693616,35.112,0.39952611929634835
gpt-5-mini,40,0.15,0.65,54.46,0.6580030395066576,89.1,1.097360469490313,0.9506382978723409,0.0037793367338169394,0.7284795266973386,0.0034433677778017467,35.39900000000001,0.4277019756793276
gpt-5-mini,40,0.15,0.7,50.8,0.6,83.14,1.0241132749847546,0.9512765957446813,0.003599330957397254,0.7306483699215928,0.003341907219864552,35.56,0.42
gpt-5-mini,40,0.15,0.75,47.44,0.5456445729593576,78.12,1.0149443334488841,0.9514893617021281,0.0035622892828010826,0.7340252335779008,0.003250164613800545,35.58,0.4092334297195183
gpt-5-mini,40,0.15,0.8,44.66,0.5173857361775641,73.66,0.9610868847299915,0.9531914893617025,0.003417527320044471,0.7362476135777571,0.0032561905063134165,35.728,0.4139085889420513
gpt-5-mini,40,0.15,0.85,42.32,0.4728128593851905,69.48,0.995284883839798,0.9529787234042557,0.003378760919455161,0.7376643861234038,0.003140967539559019,35.97200000000002,0.4018909304774119
gpt-5-mini,40,0.15,0.9,40.02,0.47031053571018366,65.94,0.929692422255877,0.9542553191489366,0.003202109987934556,0.7406938429103882,0.0032838351453423464,36.018,0.42327948213916516
gpt-5-mini,40,0.15,0.95,38.14,0.43727336987289783,62.72,0.9073213322742941,0.9523404255319153,0.0035121208990575923,0.7422974316149811,0.0032481299154848114,36.233000000000004,0.4154097013792528
gpt-5-mini,40,0.15,1.0,36.56,0.4346584866305961,59.56,0.8490747905809003,0.9519148936170216,0.003230120802442272,0.7430890301975138,0.0033160262926809603,36.56,0.4346584866305961
gpt-5-mini,50,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.132398818200478,0.001996769429664174,0.0,0.0
gpt-5-mini,50,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.9647546742568399,0.001546788011584616,10.0,0.0
gpt-5-mini,50,0.1,0.1,200.0,0.0,200.0,0.0,1.0,0.0,0.8389925996270287,0.0012155670156313533,20.0,0.0
gpt-5-mini,50,0.1,0.15,199.68,0.23738576199932448,200.0,0.0,0.9868085106382979,0.0013643591099473543,0.7439427059629125,0.0010687043198413897,29.951999999999998,0.03560786429989872
gpt-5-mini,50,0.1,0.2,174.06,2.049274993747789,200.0,0.0,0.9710638297872343,0.002871000475477957,0.7078546386296629,0.0031434815640563715,34.81199999999999,0.4098549987495577
gpt-5-mini,50,0.1,0.25,139.9,1.8638132953705424,195.84,1.0416755732952558,0.9719148936170215,0.002897994186209604,0.7101772164745033,0.0035000926117097503,34.975,0.4659533238426356
gpt-5-mini,50,0.1,0.3,117.22,1.507127068299153,175.06,2.2543131991806282,0.9717021276595748,0.003047979092854039,0.7119921717433284,0.003351313363938367,35.166,0.45213812048974583
gpt-5-mini,50,0.1,0.35,100.84,1.240761056771206,150.34,2.0138738788712667,0.9719148936170215,0.0026362380428482618,0.7141587946284743,0.0031758988486696436,35.294,0.434266369869922
gpt-5-mini,50,0.1,0.4,88.16,1.1413535823748924,131.66,1.8907374222773505,0.9719148936170215,0.002476873567805148,0.7175021759846355,0.0033106490071808043,35.26399999999999,0.4565414329499569
gpt-5-mini,50,0.1,0.45,77.92,1.0407074516885135,117.36,1.744880511668349,0.9708510638297875,0.0024594493084550686,0.7219114727285184,0.003401845334401314,35.06399999999999,0.4683183532598313
gpt-5-mini,50,0.1,0.5,70.04,0.9616485844631601,106.38,1.6646657322117258,0.9712765957446812,0.002661701277275916,0.7251274454033281,0.003491871919439889,35.02,0.4808242922315801
gpt-5-mini,50,0.1,0.55,63.84,0.878799180700574,97.42,1.5748244346593052,0.9697872340425535,0.002891739065196937,0.7273410499761601,0.003498543051917716,35.112,0.48333954938531554
gpt-5-mini,50,0.1,0.6,59.16,0.8006797112453893,89.7,1.47600813005891,0.9682978723404259,0.002924893547373585,0.7274611948127493,0.003501094025797958,35.49600000000001,0.48040782674723354
gpt-5-mini,50,0.1,0.65,54.92,0.698478346121052,83.4,1.38737161568197,0.9678723404255323,0.002893773462604598,0.7289621658499297,0.003230611860057248,35.69800000000001,0.45401092497868367
gpt-5-mini,50,0.1,0.7,51.42,0.6475121620479418,77.8,1.2806248474865698,0.969148936170213,0.0028426360033802956,0.7299585708189947,0.003182535026740959,35.99400000000001,0.4532585134335593
gpt-5-mini,50,0.1,0.75,47.86,0.6026674041293423,72.98,1.23919005806212,0.9717021276595748,0.0025462672063794453,0.733720110094944,0.0032156787141336307,35.895,0.45200055309700676
gpt-5-mini,50,0.1,0.8,45.02,0.5848008207928577,68.76,1.1663824415688018,0.971489361702128,0.002339264702448467,0.735909560558811,0.003246239108719319,36.016,0.46784065663428615
gpt-5-mini,50,0.1,0.85,42.78,0.5687108228265046,64.86,1.1331407679542733,0.9717021276595748,0.002437261671323845,0.7365166529890398,0.0033257079448123852,36.363,0.4834041994025289
gpt-5-mini,50,0.1,0.9,40.46,0.5100666623099376,61.58,1.0503675547159668,0.9708510638297875,0.0025320042894999553,0.7390226895838485,0.003120672630482705,36.413999999999994,0.4590599960789438
gpt-5-mini,50,0.1,0.95,38.86,0.5004078336716964,58.78,0.9754137583610352,0.9704255319148939,0.0025583281661829497,0.7385595132330607,0.0031726749529523506,36.91699999999999,0.4753874419881115
gpt-5-mini,50,0.1,1.0,37.16,0.5078267421079753,56.0,0.8988882021697692,0.9695744680851067,0.0028388113988855857,0.7398634323584846,0.0033579898003885927,37.16,0.5078267421079753
gpt-5-mini,50,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.045529675900099,0.0018181134079281514,0.0,0.0
gpt-5-mini,50,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.8874853277978998,0.0013491389615169355,10.0,0.0
gpt-5-mini,50,0.15,0.1,200.0,0.0,200.0,0.0,0.9982978723404256,0.0005515523998644965,0.7703035472435436,0.0010655294394988145,20.0,0.0
gpt-5-mini,50,0.15,0.15,200.0,0.0,200.0,0.0,0.980212765957447,0.0015637936021287628,0.6816724533101538,0.0008995741981645746,30.0,0.0
gpt-5-mini,50,0.15,0.2,173.84,1.6947825819260711,200.0,0.0,0.9585106382978728,0.0028426360033802956,0.6488468258431653,0.002415158874886388,34.768,0.33895651638521423
gpt-5-mini,50,0.15,0.25,139.98,1.5193393301037132,199.4,0.5161395160225576,0.957234042553192,0.003001282357584872,0.650553820719626,0.0026597180714119646,34.995,0.3798348325259283
