model,n,alpha,weight,k_hat_mean,k_hat_se,k_hat_oracle_mean,k_hat_oracle_se,coverage_mean,coverage_se,ci_width_mean,ci_width_se,eff_size_mean,eff_size_se
gpt4o,40,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.00126460683291,0.0016543945987097595,10.0,0.0
gpt4o,40,0.15,0.1,200.0,0.0,200.0,0.0,0.9997872340425532,0.00021062755184280056,0.8459725493964744,0.0013308809688700643,20.0,0.0
gpt4o,40,0.15,0.15,200.0,0.0,200.0,0.0,0.9853191489361705,0.0014077969523126198,0.7321675707810773,0.0011313255361878542,30.0,0.0
gpt4o,40,0.15,0.2,197.66,0.7068861294437738,200.0,0.0,0.9489361702127664,0.002963486867485983,0.6504924609034773,0.0012294517352750257,39.532,0.14137722588875476
gpt4o,40,0.15,0.25,167.0,1.4878171930717832,199.7,0.20832666655999657,0.9402127659574474,0.003780893568889059,0.6370233366592223,0.0026444429215093353,41.75,0.3719542982679458
gpt4o,40,0.15,0.3,139.34,1.311368750580858,185.76,1.5936273090029551,0.9402127659574474,0.003898787405364877,0.6394299057164915,0.002846911767846417,41.802,0.39341062517425734
gpt4o,40,0.15,0.35,120.24,1.1022014334957109,161.06,1.698566454396177,0.9400000000000006,0.0036575947143734984,0.640072421162899,0.0027848269996191737,42.084,0.3857705017234987
gpt4o,40,0.15,0.4,105.56,0.9827146076048731,141.02,1.4525811509172213,0.9400000000000006,0.003791295933170427,0.641932909427382,0.002782235945835126,42.224000000000004,0.3930858430419493
gpt4o,40,0.15,0.45,94.68,0.7732735609084279,126.7,1.284445405612866,0.9400000000000006,0.0038387601740745257,0.6417368779076533,0.0024272715491877083,42.606,0.34797310240879253
gpt4o,40,0.15,0.5,85.88,0.7449241572133369,115.36,1.3016174553224154,0.9412765957446814,0.003925978755632611,0.6420692436730949,0.002628357791349171,42.94,0.37246207860666847
gpt4o,40,0.15,0.55,78.82,0.7275658045840252,105.16,1.1931001634397675,0.9393617021276601,0.004028531112502445,0.641940617654764,0.0027385279443286523,43.350999999999985,0.4001611925212139
gpt4o,40,0.15,0.6,72.34,0.7006339986041213,97.2,1.1485643212288983,0.9438297872340431,0.0038655540252513255,0.644274419926123,0.002882602797291381,43.403999999999996,0.4203803991624729
gpt4o,40,0.15,0.65,67.06,0.6295458680668153,89.94,1.0266099551436267,0.9423404255319153,0.0036243979846963905,0.6454637836209879,0.002758644756043628,43.589,0.40920481424342997
gpt4o,40,0.15,0.7,62.48,0.6326073031510149,83.78,0.8315239022421421,0.9404255319148942,0.003734027398890266,0.6470063319615409,0.0029676015563311646,43.73600000000001,0.4428251122057105
gpt4o,40,0.15,0.75,58.82,0.605104949574865,78.6,0.8419026071939676,0.9380851063829792,0.0038261211767785653,0.646803277093866,0.0029430784298270993,44.115,0.45382871218114884
gpt4o,40,0.15,0.8,55.2,0.5299056519796708,74.44,0.838646528640046,0.9380851063829794,0.0038379345961975313,0.6487260421500396,0.0027897242060503187,44.160000000000025,0.42392452158373667
gpt4o,40,0.15,0.85,51.94,0.524145018100907,70.14,0.796999372647181,0.9370212765957453,0.004046358791039378,0.6512493331228651,0.0029463142097358856,44.148999999999994,0.445523265385771
gpt4o,40,0.15,0.9,48.88,0.507259302526824,66.52,0.7447093392727125,0.9389361702127665,0.004090532743524832,0.6546864894342687,0.003006069832617937,43.99199999999999,0.45653337227414154
gpt4o,40,0.15,0.95,46.5,0.48020828814171873,63.44,0.7322076208289556,0.9387234042553197,0.004324543324565959,0.6557332344646531,0.002934093208917486,44.17499999999999,0.45619787373463266
gpt4o,40,0.15,1.0,44.22,0.4743753787877275,60.5,0.7156814934033155,0.9391489361702133,0.004553787990356338,0.6578501935169855,0.0031268512230018383,44.22,0.4743753787877275
gpt4o,50,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.132398818200478,0.001996769429664174,0.0,0.0
gpt4o,50,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.9620264061655106,0.0015894832832028204,10.0,0.0
gpt4o,50,0.1,0.1,200.0,0.0,200.0,0.0,1.0,0.0,0.8340526331468596,0.0012869655886955517,20.0,0.0
gpt4o,50,0.1,0.15,200.0,0.0,200.0,0.0,0.995531914893617,0.0008558376749412226,0.7358939464402603,0.0011074526272122581,30.0,0.0
gpt4o,50,0.1,0.2,199.18,0.43789496457483945,200.0,0.0,0.9734042553191492,0.001955827267111727,0.6605928611370014,0.0011151178977689541,39.836000000000006,0.08757899291496792
gpt4o,50,0.1,0.25,176.1,1.6878981011897605,199.94,0.0439089968002003,0.9559574468085111,0.0030390546765889912,0.6354550549661677,0.002664967956652986,44.025,0.4219745252974401
gpt4o,50,0.1,0.3,147.56,1.4940307895087037,185.24,1.6323136953416766,0.9568085106382983,0.0029849479037715168,0.6364307369062664,0.0028235226241640865,44.268,0.44820923685261116
gpt4o,50,0.1,0.35,126.82,1.352535396949004,160.98,1.7880693498855122,0.9565957446808515,0.003036521323389154,0.6381116391099565,0.002987134734708387,44.387,0.4733873889321515
gpt4o,50,0.1,0.4,111.0,1.2787493890516626,141.56,1.5287014096938618,0.9576595744680856,0.0032475919971558837,0.640623266267616,0.0031650818892373163,44.400000000000006,0.5114997556206651
gpt4o,50,0.1,0.45,99.22,1.1168849537888852,126.22,1.2953115455364397,0.9568085106382983,0.0031759907363033443,0.6414648126392096,0.0031220524422315996,44.64899999999998,0.5025982292049983
gpt4o,50,0.1,0.5,89.8,0.9453041838477179,113.58,1.2721918094375548,0.9570212765957451,0.003309314399186993,0.6421534378326155,0.002854771836718843,44.9,0.47265209192385893
gpt4o,50,0.1,0.55,81.98,0.8397571077400894,103.52,1.108959873034187,0.958297872340426,0.003224510027314491,0.6432770049242315,0.0028371058693853436,45.089,0.4618664092570492
gpt4o,50,0.1,0.6,75.46,0.8045918219818045,95.82,0.9934545787302005,0.9578723404255324,0.0029011166892015856,0.6445385147515001,0.0029553841796163215,45.275999999999996,0.48275509318908283
gpt4o,50,0.1,0.65,69.94,0.8382887330747084,89.22,0.904340643784188,0.957021276595745,0.0032121318241303187,0.6458913964950126,0.003326688308812749,45.46100000000001,0.5448876764985605
gpt4o,50,0.1,0.7,65.18,0.7598368245880165,83.7,0.8458132181516198,0.9565957446808515,0.0030661929420683944,0.6471411152631183,0.003241102529904824,45.626,0.5318857772116113
gpt4o,50,0.1,0.75,60.82,0.743876333808248,78.86,0.8390518458355241,0.9565957446808515,0.0030661929420683944,0.6493034664529316,0.003318491826722291,45.615,0.5579072503561859
gpt4o,50,0.1,0.8,57.12,0.6972173262333631,74.16,0.7675206837603792,0.9565957446808515,0.0031821138886536033,0.6509394999265119,0.0033755237880456895,45.696000000000005,0.5577738609866907
gpt4o,50,0.1,0.85,53.82,0.7159273706179978,69.88,0.7749270933449162,0.9565957446808515,0.0032104401895931933,0.6528714956467838,0.0035593837959228213,45.747,0.6085382650252981
gpt4o,50,0.1,0.9,50.74,0.6650172930082343,66.28,0.7621233495963762,0.9565957446808515,0.0032104401895931937,0.6554740800809591,0.003562808415919264,45.666,0.598515563707411
gpt4o,50,0.1,0.95,48.12,0.6123005797808785,62.82,0.7401026955767692,0.957234042553192,0.0033437441165655225,0.6571833173613123,0.0034802262481453544,45.714,0.5816855507918346
gpt4o,50,0.1,1.0,45.8,0.5789645930452051,60.14,0.7037101676116383,0.9557446808510643,0.0035265275498043685,0.6587779810087795,0.0034819478689743005,45.8,0.5789645930452051
gpt4o,50,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.045529675900099,0.0018181134079281514,0.0,0.0
gpt4o,50,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.8850743189931782,0.0013827629090717442,10.0,0.0
gpt4o,50,0.15,0.1,200.0,0.0,200.0,0.0,0.9995744680851064,0.00029481715873512683,0.7656973098085154,0.0011279487052414858,20.0,0.0
gpt4o,50,0.15,0.15,200.0,0.0,200.0,0.0,0.9891489361702129,0.0013283822364925928,0.6746470966402447,0.0009807835743716705,30.0,0.0
gpt4o,50,0.15,0.2,197.84,0.867345375268699,200.0,0.0,0.9559574468085111,0.002350269433520408,0.6071924585335896,0.0013583125656535548,39.568000000000005,0.17346907505373965
gpt4o,50,0.15,0.25,169.9,1.6393291310777103,200.0,0.0,0.9425531914893622,0.0037581961133309988,0.5916820487504352,0.0025035286818366445,42.475,0.40983228276942757
gpt4o,50,0.15,0.3,141.84,1.370068611420611,191.3,1.2753822956274712,0.9438297872340431,0.0036979678267915653,0.5934435864400303,0.00251408028951095,42.55200000000001,0.41102058342618314
gpt4o,50,0.15,0.35,121.84,1.1057522326452704,167.3,1.7144678474675457,0.9453191489361709,0.0034702382038542205,0.5950572559990157,0.0023360393910390976,42.644000000000005,0.38701328142584446
gpt4o,50,0.15,0.4,107.46,1.0135916337460567,146.98,1.619256619563434,0.9440425531914899,0.0037679403362508817,0.595415992141495,0.0024076086124576587,42.983999999999995,0.4054366534984225
gpt4o,50,0.15,0.45,95.98,0.9184726452105146,131.84,1.3509581784792597,0.9436170212765963,0.003983328771670014,0.5964479919002484,0.0024504146571695962,43.19100000000001,0.4133126903447316
gpt4o,50,0.15,0.5,86.92,0.8680276493292134,119.52,1.2506766168758412,0.944893617021277,0.003908065275359278,0.5971230435676909,0.0025571557463392675,43.46,0.4340138246646067
gpt4o,50,0.15,0.55,79.84,0.8310764104461154,109.26,1.1467554229215575,0.9446808510638303,0.0038650855584223304,0.5967629259959716,0.0026624894052681594,43.912,0.45709202574536345
gpt4o,50,0.15,0.6,73.6,0.8109253973085316,100.8,1.1070682002478438,0.9440425531914899,0.00428510849584769,0.5976482916068725,0.0028131214030558296,44.16,0.48655523838511894
gpt4o,50,0.15,0.65,68.3,0.7151223671512448,93.74,1.0403114918138703,0.9451063829787238,0.003938871988223365,0.5984048349015808,0.002697067488244423,44.39500000000001,0.46482953864830917
gpt4o,50,0.15,0.7,63.32,0.680258774291078,87.46,0.9313259365012875,0.9446808510638303,0.0037581961133309988,0.6008609525092106,0.00271496419450345,44.324,0.47618114200375466
gpt4o,50,0.15,0.75,59.16,0.6482962285869015,81.88,0.868856720063786,0.9453191489361708,0.003934847391291932,0.6026174918663407,0.002767757364055475,44.37,0.48622217144017604
gpt4o,50,0.15,0.8,55.12,0.6422709708526456,77.42,0.8495128015515717,0.9463829787234047,0.004025271009492926,0.6061712963593251,0.0029190543599788583,44.096000000000004,0.5138167766821166
gpt4o,50,0.15,0.85,52.18,0.6037814174020263,73.2,0.8069696400732806,0.9461702127659579,0.0038464177922455855,0.6067457489354094,0.002978932571268333,44.352999999999994,0.5132142047917224
gpt4o,50,0.15,0.9,49.5,0.5353503525729669,69.14,0.7787220299952995,0.9461702127659579,0.0038581690654765142,0.6075342683050995,0.0027995801522150967,44.54999999999999,0.48181531731567023
gpt4o,50,0.15,0.95,47.24,0.520430590953299,65.9,0.7783315488916018,0.9446808510638303,0.004048148423497968,0.6076970533506237,0.002821269376435601,44.877999999999986,0.49440906140563406
gpt4o,50,0.15,1.0,44.84,0.4998879874531893,62.88,0.7080338974936156,0.9446808510638303,0.0038060731531911304,0.6099016364801695,0.0028491457310269213,44.84,0.4998879874531893
gpt-5-mini,40,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.3139943565164303,0.002459748890165479,0.0,0.0
gpt-5-mini,40,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.0900102116036952,0.0018012760528783084,10.0,0.0
gpt-5-mini,40,0.1,0.1,200.0,0.0,200.0,0.0,0.9993617021276596,0.00035729480050524686,0.9272687741827994,0.001380175902480445,20.0,0.0
gpt-5-mini,40,0.1,0.15,200.0,0.0,200.0,0.0,0.9829787234042554,0.001504482513162868,0.8080760943982327,0.0011247447017240684,30.0,0.0
gpt-5-mini,40,0.1,0.2,187.36,1.6489414786462253,200.0,0.0,0.954893617021277,0.0030023380055085344,0.7404053545853145,0.00301875479459889,37.472,0.32978829572924495
gpt-5-mini,40,0.1,0.25,153.22,1.9221425545468782,193.26,1.37428090287248,0.9517021276595748,0.0035246015028276225,0.737980666544874,0.004107832401389896,38.305,0.48053563863671955
gpt-5-mini,40,0.1,0.3,128.26,1.589165818912551,168.2,2.2410711724530303,0.9521276595744684,0.003651277085474578,0.7408214903249548,0.004024547430537623,38.47800000000001,0.47674974567376543
gpt-5-mini,40,0.1,0.35,110.42,1.3879740631582422,144.88,1.940028865764631,0.9523404255319153,0.0036137657439254726,0.743530122101776,0.004016268811532923,38.647000000000006,0.4857909221053847
gpt-5-mini,40,0.1,0.4,96.48,1.2205703584800016,127.02,1.7468806484702952,0.9534042553191493,0.003558856485435931,0.7480235696118875,0.004106527879391236,38.592000000000006,0.48822814339200077
gpt-5-mini,40,0.1,0.45,86.16,1.1659708401156523,113.58,1.5200236840260088,0.9514893617021281,0.0037721430148392027,0.7504373390749308,0.004374481547975088,38.77199999999999,0.5246868780520434
gpt-5-mini,40,0.1,0.5,77.2,1.0392304845413263,102.6,1.487817193071783,0.9508510638297877,0.0038754955582013966,0.7554755702340171,0.004325572001043049,38.6,0.5196152422706631
gpt-5-mini,40,0.1,0.55,69.78,0.9454268877073465,94.0,1.3954210834009926,0.9531914893617025,0.0038533553779308187,0.760875616092456,0.004278962473289613,38.379,0.5199847882390408
gpt-5-mini,40,0.1,0.6,64.16,0.8769766245459456,86.56,1.3615168012184058,0.9508510638297877,0.003979235374956775,0.7634390268908292,0.004267530256049623,38.496,0.5261859747275671
gpt-5-mini,40,0.1,0.65,59.82,0.8283429241564149,80.64,1.3031530992174325,0.9512765957446813,0.003992863711130547,0.7640089239478384,0.00433063660598054,38.882999999999996,0.5384229007016695
gpt-5-mini,40,0.1,0.7,55.9,0.7190271204899019,75.3,1.2484390253432482,0.9514893617021281,0.003913505766950952,0.7656034615953962,0.004038670738801618,39.129999999999995,0.5033189843429313
gpt-5-mini,40,0.1,0.75,52.62,0.6746198929767783,70.44,1.1175544729452789,0.9517021276595748,0.003808570069665854,0.7667225462932299,0.004026543455094319,39.465,0.5059649197325837
gpt-5-mini,40,0.1,0.8,49.4,0.6138403701289122,66.68,1.0588446533840554,0.9538297872340429,0.003643333581148172,0.7699204818907007,0.0038884594031852295,39.52000000000001,0.49107229610312997
gpt-5-mini,40,0.1,0.85,46.42,0.6053693087694485,62.96,1.0233122690557364,0.9544680851063834,0.0037345123060280663,0.7741708650572166,0.004017703981224474,39.456999999999994,0.5145639124540313
gpt-5-mini,40,0.1,0.9,44.08,0.6104686724148914,59.74,0.9229561203004182,0.9538297872340429,0.0038955349305004,0.7763160959828511,0.004163195357047793,39.672,0.5494218051734022
gpt-5-mini,40,0.1,0.95,41.76,0.5524925338862056,57.02,0.8747525364353052,0.9542553191489366,0.0038796984103852054,0.7797460462045591,0.00402572619191374,39.672000000000004,0.5248679071918951
gpt-5-mini,40,0.1,1.0,40.02,0.5149679601683974,54.4,0.7858753081755401,0.9557446808510641,0.0038458292860238316,0.7805547289379737,0.003970701143922868,40.02,0.5149679601683974
gpt-5-mini,40,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.2181333952600235,0.0021919284318718413,0.0,0.0
gpt-5-mini,40,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,1.0044009250353723,0.0015628871337869344,10.0,0.0
gpt-5-mini,40,0.15,0.1,200.0,0.0,200.0,0.0,0.9982978723404256,0.0006282903429886542,0.851870391453616,0.0011986265676264655,20.0,0.0
gpt-5-mini,40,0.15,0.15,200.0,0.0,200.0,0.0,0.9723404255319151,0.0016480780196627294,0.7412230997391527,0.0009755847698419078,30.0,0.0
gpt-5-mini,40,0.15,0.2,186.18,1.5747228327550218,200.0,0.0,0.9400000000000006,0.0034669754131180738,0.6803945860699432,0.00267699725371609,37.236,0.3149445665510043
gpt-5-mini,40,0.15,0.25,151.12,1.6416187133436309,199.32,0.4538193473178506,0.9370212765957453,0.0040686726184856244,0.6803317558026509,0.0033258061813020933,37.78,0.4104046783359077
gpt-5-mini,40,0.15,0.3,127.04,1.331453341277868,182.04,1.7122990393035906,0.9363829787234049,0.0040536242579035835,0.6817502781231021,0.003208931196049437,38.11200000000001,0.3994360023833606
gpt-5-mini,40,0.15,0.35,109.56,1.1652158598302718,158.28,1.7064676967349837,0.9370212765957453,0.003851475233696941,0.6838467231921571,0.0032139540745124806,38.346,0.4078255509405951
gpt-5-mini,40,0.15,0.4,95.96,1.0491749139204578,139.9,1.520855022676389,0.9344680851063835,0.004107650559511898,0.687433113799861,0.003255289534532081,38.38400000000001,0.41966996556818315
gpt-5-mini,40,0.15,0.45,85.44,1.0194743743714207,125.54,1.3621189375381286,0.9357446808510643,0.004058869647543975,0.6907553446040212,0.003509045942294999,38.44799999999999,0.4587634684671394
gpt-5-mini,40,0.15,0.5,77.1,0.9274696760541555,114.1,1.231015840677934,0.9346808510638303,0.004234096011637288,0.6935092866923143,0.003540022393412468,38.55,0.46373483802707777
gpt-5-mini,40,0.15,0.55,69.98,0.8664825445443203,104.44,1.1590202759227297,0.935106382978724,0.0038680125452548613,0.6974447403511854,0.0036068905537554514,38.489000000000004,0.4765653994993762
gpt-5-mini,40,0.15,0.6,64.36,0.7744727238579806,96.04,1.1235515119477166,0.936170212765958,0.004092634906738584,0.6998636548126135,0.003474681952816901,38.61600000000001,0.4646836343147884
gpt-5-mini,40,0.15,0.65,59.7,0.7044146506142528,89.1,1.097360469490313,0.937234042553192,0.004128427215304737,0.7018722681898876,0.0033473697654537566,38.80499999999999,0.45786952289926436
gpt-5-mini,40,0.15,0.7,55.88,0.6564388775811499,83.14,1.0241132749847546,0.9355319148936175,0.004086103601688312,0.7031244135447767,0.0033873823924051713,39.11600000000001,0.45950721430680497
gpt-5-mini,40,0.15,0.75,52.54,0.6028001327139865,78.12,1.0149443334488841,0.9353191489361707,0.004145825347682926,0.7045581828822409,0.0033289074266696123,39.405,0.45210009953549
gpt-5-mini,40,0.15,0.8,49.5,0.5954829972383762,73.66,0.9610868847299915,0.9357446808510643,0.004190571235441764,0.7068335565286108,0.003478039392596675,39.6,0.476386397790701
gpt-5-mini,40,0.15,0.85,46.44,0.5707258536285172,69.48,0.995284883839798,0.9385106382978727,0.004040200883360697,0.7113385824434978,0.0034686409514568185,39.474000000000004,0.4851169755842399
gpt-5-mini,40,0.15,0.9,44.2,0.5396295025292815,65.94,0.929692422255877,0.9374468085106388,0.004077563959112338,0.7125788276093704,0.0034564654292531844,39.78,0.4856665522763535
gpt-5-mini,40,0.15,0.95,42.04,0.5520579679707558,62.72,0.9073213322742941,0.9363829787234047,0.004323810501938914,0.7150320819273148,0.0037900611529560566,39.937999999999995,0.5244550695722179
gpt-5-mini,40,0.15,1.0,40.18,0.5065096247851565,59.56,0.8490747905809003,0.9378723404255325,0.00426976272156968,0.7165521120740017,0.0035736623632764246,40.18,0.5065096247851565
gpt-5-mini,50,0.1,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.132398818200478,0.001996769429664174,0.0,0.0
gpt-5-mini,50,0.1,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.9647546742568399,0.001546788011584616,10.0,0.0
gpt-5-mini,50,0.1,0.1,200.0,0.0,200.0,0.0,1.0,0.0,0.8389925996270287,0.0012155670156313533,20.0,0.0
gpt-5-mini,50,0.1,0.15,200.0,0.0,200.0,0.0,0.9868085106382979,0.0013643591099473543,0.7435212587669612,0.0010180640433076434,30.0,0.0
gpt-5-mini,50,0.1,0.2,190.1,1.6565627063289818,200.0,0.0,0.9589361702127664,0.0027579261469372527,0.683621916233792,0.002521012008954258,38.01999999999999,0.33131254126579635
gpt-5-mini,50,0.1,0.25,156.96,2.1799009151794033,195.84,1.0416755732952558,0.9555319148936176,0.00363188435590248,0.6790564076892658,0.0037926611807334934,39.24,0.5449752287948508
gpt-5-mini,50,0.1,0.3,131.4,1.784824921385848,175.06,2.2543131991806282,0.9540425531914899,0.0036783289846764786,0.681331300053382,0.003688199946539273,39.42,0.5354474764157546
gpt-5-mini,50,0.1,0.35,113.12,1.48691358188699,150.34,2.0138738788712667,0.9553191489361708,0.0037702223716317776,0.6835345909646636,0.0035727950979106624,39.59199999999999,0.5204197536604467
gpt-5-mini,50,0.1,0.4,99.24,1.2842305089040675,131.66,1.8907374222773505,0.9548936170212771,0.0037408103788656873,0.6861718221993993,0.0034640115496594424,39.69599999999999,0.5136922035616269
gpt-5-mini,50,0.1,0.45,88.28,1.1506658941673729,117.36,1.744880511668349,0.9544680851063834,0.0034966193334764503,0.6892072723386162,0.003447839698263717,39.726000000000006,0.5177996523753179
gpt-5-mini,50,0.1,0.5,79.38,1.0997781594485314,106.38,1.6646657322117258,0.9525531914893621,0.003914084097617626,0.6926493484679077,0.0036918862405188636,39.69,0.5498890797242657
gpt-5-mini,50,0.1,0.55,71.58,1.0423396759214338,97.42,1.5748244346593052,0.9517021276595748,0.004028081599991283,0.6979017323040324,0.003841713036861975,39.369,0.5732868217567888
gpt-5-mini,50,0.1,0.6,66.16,0.9900949449421504,89.7,1.47600813005891,0.9517021276595748,0.0039256328188611465,0.6988090380572487,0.003935134367506494,39.696,0.5940569669652902
gpt-5-mini,50,0.1,0.65,61.26,0.8803681048288834,83.4,1.38737161568197,0.9521276595744684,0.004005993698672923,0.7009625161814539,0.0037960226668576464,39.818999999999996,0.5722392681387742
gpt-5-mini,50,0.1,0.7,57.42,0.7813270761979262,77.8,1.2806248474865698,0.9521276595744684,0.0040621027855397415,0.7015355282531197,0.0035594446332667395,40.194,0.5469289533385483
gpt-5-mini,50,0.1,0.75,54.02,0.7180473521990037,72.98,1.23919005806212,0.9525531914893621,0.004094957094765146,0.7025692132948759,0.0034842220526848386,40.515,0.5385355141492527
gpt-5-mini,50,0.1,0.8,50.82,0.6328917758985337,68.76,1.1663824415688018,0.9534042553191493,0.0037808935688890583,0.7047639069569586,0.0033075496062637405,40.656,0.506313420718827
gpt-5-mini,50,0.1,0.85,47.76,0.6213276108463233,64.86,1.1331407679542733,0.9542553191489366,0.0038562912681684804,0.7083386934174808,0.003424896007644291,40.59600000000001,0.5281284692193747
gpt-5-mini,50,0.1,0.9,45.34,0.620070963680771,61.58,1.0503675547159668,0.9544680851063834,0.0038772473002677086,0.7101966207086692,0.0035377923967743895,40.80600000000001,0.558063867312694
gpt-5-mini,50,0.1,0.95,43.38,0.624108964845082,58.78,0.9754137583610352,0.9542553191489366,0.003879698410385207,0.7108732601006784,0.0036811224138054498,41.210999999999984,0.5929035166028279
gpt-5-mini,50,0.1,1.0,41.32,0.5962818125685202,56.0,0.8988882021697692,0.9538297872340429,0.0038722235193949916,0.713119021072946,0.0037026667839242674,41.32,0.5962818125685202
gpt-5-mini,50,0.15,0.0,200.0,0.0,200.0,0.0,1.0,0.0,1.045529675900099,0.0018181134079281514,0.0,0.0
gpt-5-mini,50,0.15,0.05,200.0,0.0,200.0,0.0,1.0,0.0,0.8874853277978998,0.0013491389615169355,10.0,0.0
gpt-5-mini,50,0.15,0.1,200.0,0.0,200.0,0.0,0.9982978723404256,0.0005515523998644965,0.7703035472435436,0.0010655294394988145,20.0,0.0
gpt-5-mini,50,0.15,0.15,200.0,0.0,200.0,0.0,0.980212765957447,0.0015637936021287628,0.6816724533101538,0.0008995741981645746,30.0,0.0
gpt-5-mini,50,0.15,0.2,189.56,1.4729996605566478,200.0,0.0,0.9442553191489367,0.003317511871243913,0.6269366412834106,0.0020529320933067767,37.912,0.2945999321113295
gpt-5-mini,50,0.15,0.25,155.14,1.7276596887118714,199.4,0.5161395160225576,0.9397872340425537,0.004121403462496611,0.6248035725483241,0.00279630255943397,38.785,0.43191492217796784
